age,income,score,tenure,target
25,510315,0.2797035384714792,28,0
44,2424472,0.9423870191022331,27,1
26,1309445,0.8733366617238478,10,0
54,4945730,0.1617642113521096,0,1
50,508716,0.7862759567570945,18,0
68,3151069,0.5745873823177666,8,1
59,3331127,0.5665753621714186,26,1
61,2569272,0.3910427630581744,33,1
41,2286106,0.5011529991820097,3,0
32,2012324,0.39717877742921104,35,0
49,4337021,0.5397326187599428,17,1
49,3334323,0.6279500527726358,14,1
41,3961416,0.6743038064090484,12,1
58,504592,0.5324811925594262,18,0
69,3255886,0.7214220673287317,5,1
66,3864261,0.1412780492755058,11,1
66,3588226,0.21198249090223853,36,1
69,2039454,0.8187350040742701,16,1
29,2437540,0.3225279778464152,22,0
56,1725630,0.022893824976120247,25,0
19,328408,0.1537911496680311,28,0
20,478276,0.22361443449631124,32,0
66,2164697,0.9573228878945872,26,1
54,521411,0.5730414289308493,24,0
66,2932808,0.9327307404762548,9,1
34,3127172,0.5751633504966249,22,1
66,894377,0.4793544401378518,20,0
19,4245042,0.31372769119409605,20,1
19,1908739,0.6063709444333756,12,0
45,1239336,0.13919802461752984,36,0
40,1027433,0.898261627292706,32,1
54,4671029,0.8293324051412837,23,1
49,2771089,0.31753144787673704,10,0
50,3688086,0.9527975276012943,16,1
18,1591530,0.8252007674155681,3,0
36,2097258,0.6663068858350397,24,1
19,4502816,0.12176191112527479,29,1
61,4866447,0.4782340230480723,8,1
43,2759178,0.5061075548467509,20,0
49,1006530,0.2325513583653801,19,0
23,781253,0.07996539435930194,18,0
49,2611623,0.7767236304716927,18,1
21,1388246,0.12203505212439503,11,0
28,4118997,0.5942907505617747,36,1
34,2913540,0.9364491738836606,16,1
55,3374695,0.8761051925980425,36,1
41,3988400,0.27775262374926113,38,1
22,4587456,0.8514486375512653,27,1
69,2201422,0.0003325061204894064,34,1
51,1055482,0.01768780961325722,17,0
23,1305302,0.602553163842865,13,0
39,4012640,0.3647982191445295,34,1
28,580451,0.38646084115914714,6,0
65,29816,0.5644410906788825,12,0
33,977344,0.19178245559186058,17,0
50,2865059,0.21175535066547835,36,1
26,2422149,0.4846015870188647,12,0
23,3362252,0.754253544343863,35,1
33,3742839,0.6194977514075877,30,1
46,1048896,0.2973550482368389,1,0
20,3307606,0.4303371775089212,15,1
37,2888604,0.1706647585499984,8,0
53,3590893,0.07462981433708171,8,1
36,4337858,0.7826960407441492,37,1
43,3966602,0.2653874091881946,10,1
20,4106951,0.1777663878512482,21,0
36,274223,0.6916180555693193,32,0
37,3329260,0.618051674287186,35,1
49,2704287,0.6331896260134641,22,1
24,1676471,0.22889460484661361,33,0
69,4631056,0.232645538562681,8,1
58,598365,0.22080262978563914,23,0
50,713662,0.1737525956622945,7,0
57,1315585,0.6557236725616563,6,0
56,4102097,0.8480158852494014,35,1
35,2669440,0.7243174696766612,17,1
57,1609601,0.7920936337605432,2,0
18,3953645,0.4047984290851998,27,1
28,4505013,0.6540757953719981,5,1
45,4061774,0.35423624044477453,20,1
42,1244816,0.52550462196864,27,0
67,1635351,0.4816348465348623,39,1
40,1974956,0.1768871451438544,0,0
48,3458678,0.3870787603356308,35,1
47,1137199,0.963822275482351,20,1
59,3521049,0.24858025771494208,34,1
52,4073186,0.13380373627948872,12,1
24,2290827,0.4185806216239353,9,0
33,1795910,0.7903377358601481,9,0
43,4856769,0.5821482297799723,12,1
65,3105900,0.6809748272382445,36,1
69,4053064,0.1896948481746772,37,1
66,2612967,0.6189481930077215,23,1
19,3448550,0.32350039491147375,1,0
18,86218,0.8343033659547675,21,0
65,780044,0.6292988060107362,16,0
29,2556741,0.1988562777752959,35,0
22,4682750,0.06461667984408614,13,1
54,4666356,0.042633209287032736,9,1
49,3490130,0.37140856765014074,34,1
26,3195714,0.2658511366543135,24,1
58,1738096,0.646090123462508,2,0
52,357739,0.4993338349786183,37,0
36,482327,0.2660192780053807,16,0
65,2704946,0.14923777795017612,11,0
33,4239215,0.1271997626874496,23,1
20,1932135,0.8646603921404177,28,0
37,988039,0.24347796840486724,24,0
41,909885,0.6517106479109683,35,0
50,618746,0.8106859279862663,25,0
41,3012819,0.6140813111847361,37,1
69,4521219,0.8595652316469458,0,1
28,509876,0.3923937215284745,19,0
66,1972165,0.9562221906489483,27,1
25,621213,0.13314500417809694,15,0
53,778734,0.1021495296575381,16,0
55,4251361,0.6586921462074435,39,1
57,1849433,0.9428311414132617,27,1
37,3682214,0.8088834616363281,11,1
52,2036580,0.07641685943805143,26,0
65,4913058,0.2793677139347164,29,1
42,4349235,0.9303188848378237,33,1
52,1502252,0.25305843280078455,36,0
42,3536737,0.7811704237869193,5,1
46,411921,0.8251321959287038,6,0
35,2018960,0.4954521034609818,31,1
63,4465214,0.3863489098483155,31,1
35,97955,0.45012443241975963,24,0
19,3826446,0.22696469436536415,32,0
52,3386513,0.8893909161288442,6,1
33,1947878,0.4506196567297579,11,0
58,4412294,0.8824594404560998,15,1
53,2095259,0.10569347990627409,15,0
50,2485539,0.9882752710001314,35,1
21,4743188,0.44327308744361826,12,1
50,1715215,0.04783082039410547,6,0
31,2499569,0.038021848237454914,35,0
38,3276402,0.7462072574818386,8,1
65,1993851,0.6590355342036808,31,1
37,4118880,0.8021305581275875,10,1
25,4747655,0.10536753395280596,7,0
24,4271946,0.03557086703554835,32,1
20,100093,0.5085792894475785,22,0
34,1566182,0.38759523148276953,24,0
50,4421519,0.46194693667095577,7,1
65,2013679,0.991588408870274,21,1
29,1742465,0.9707499576706702,3,0
68,4240258,0.9423153896731928,39,1
39,3183584,0.7838426767676738,2,1
39,4731165,0.3548413602568904,28,1
63,2666807,0.4121309302627716,28,1
47,2869244,0.5496160437189245,33,1
55,896040,0.8305344564048399,33,0
55,332918,0.06871283251826776,27,0
62,2948613,0.4242968858848881,12,1
68,2255909,0.08261766345926869,14,0
25,4072442,0.5146575865735116,22,1
44,126739,0.8989008240062354,25,0
44,1296585,0.7824849245639379,3,0
51,790316,0.22784241754310997,25,0
38,3544550,0.9759908495987925,39,1
47,3499866,0.6673503980464284,8,1
50,1376853,0.010427699397403067,4,0
45,1024929,0.2554134846852195,31,0
64,1576847,0.26071329991991654,19,0
50,2430564,0.06925430628585993,10,0
22,2592569,0.959826518075929,14,1
65,1490035,0.47825529457592375,31,0
36,198456,0.895814597371882,27,0
21,2663093,0.32221550344462835,21,0
52,3313457,0.12523357043282712,16,0
66,4095412,0.4743361099062139,25,1
34,4432808,0.11395663471431716,6,1
61,4777348,0.4860155029775399,25,1
45,726756,0.9202971812194077,24,0
47,61226,0.5207681418342127,9,0
46,3761198,0.6164997268950835,18,1
63,3631509,0.1566384369738083,10,1
23,3148145,0.043735625879969486,12,0
52,3907611,0.11080796217980704,7,1
58,1236476,0.5985315756843657,39,0
54,4194056,0.09501169899230466,3,1
41,582212,0.3759928899413114,30,0
46,4428441,0.550091940458156,27,1
66,1510844,0.38865279862984703,10,0
63,939168,0.16368380146530148,0,0
48,3453609,0.2737913075141065,37,1
52,373476,0.928317532848577,23,0
50,1410283,0.6759822755863554,30,0
69,701757,0.49604783867988655,25,0
38,400719,0.012714889986893518,4,0
49,1537937,0.9924154004894702,19,1
40,1159947,0.6714549348946433,10,0
50,3347920,0.31692247734494494,32,1
20,3306050,0.8792686599978382,37,1
35,2128324,0.2584316202918181,26,0
42,2688932,0.5440165791827516,33,1
59,4912666,0.6360707637298251,14,1
48,886031,0.22106337145372845,31,0
20,1280896,0.9783972788005959,20,0
57,3573706,0.7481919059789975,4,1
63,1069622,0.5578132255110699,5,0
41,4432375,0.18059459817530088,37,1
67,388165,0.053858206998026126,21,0
49,718662,0.32005983252098347,17,0
64,4141479,0.7531873359134028,13,1
39,1022117,0.26933129830202507,9,0
40,655188,0.5395562204955051,12,0
19,425008,0.7279471767307432,30,0
44,1641993,0.10794371464646435,29,0
59,3361278,0.6852980161158734,2,1
19,2352035,0.0918708877100447,29,0
43,2778362,0.9651297421269965,5,1
34,3036768,0.4883941300649396,28,1
57,1180365,0.15067610770987738,7,0
50,689418,0.3423836360335465,32,0
26,4905084,0.41341644929526145,16,1
60,1621754,0.7581850110765374,10,1
65,1124593,0.7434237860766093,12,0
56,1236952,0.611940505337331,10,0
46,4861188,0.10593071255849296,30,1
59,2731864,0.15156937158767358,27,1
43,3957208,0.09375692064555663,5,1
52,2948496,0.5771727832875501,15,1
67,3885754,0.877138441511404,3,1
42,2714999,0.4338005122547718,34,1
41,3004200,0.1608481739577462,25,0
30,1334070,0.558042325148967,11,0
24,3200914,0.8117522168657099,10,1
53,2534388,0.74171206151293,36,1
62,1668987,0.8814507796750214,24,1
37,3886274,0.27790209724886783,17,1
18,2847981,0.19395386726777486,18,0
25,1671793,0.8798164859419387,22,0
63,626036,0.6575603127780231,37,0
33,3401418,0.31092893000755417,17,0
31,4997696,0.7423480505725092,25,1
29,438988,0.8151183844803679,5,0
68,4094752,0.6149782403411324,3,1
40,4384857,0.6878841098799151,28,1
32,4765000,0.3752599044426663,33,1
45,2987590,0.5386956673430391,16,1
51,3307291,0.5241591707261622,15,1
19,3812429,0.8480477911307719,1,1
49,4904287,0.8399639802821826,33,1
40,2500706,0.8326804693470432,7,1
39,1201902,0.011031614262465794,12,0
68,2502118,0.7495454844688882,7,1
42,3747973,0.7586763901110049,29,1
39,2212575,0.6783788228551418,31,1
39,474071,0.7562646578914526,35,0
66,4391137,0.8419703714967087,29,1
69,4922216,0.47031905410178565,0,1
59,785435,0.5020502134884471,38,0
23,2184606,0.12471405691139048,16,0
32,3508472,0.3853758830473618,19,1
60,3016316,0.6433651799117843,23,1
54,1574718,0.7803997761472745,21,0
50,2144793,0.21720909769121055,28,0
25,1612575,0.1378228991592354,21,0
61,3823270,0.6630420045004922,8,1
61,4816425,0.0018798835249106416,36,1
22,2388837,0.17837258430732983,9,0
56,1534102,0.029071380343953734,35,0
21,3200541,0.16688511785487092,36,0
23,674180,0.18131927992550523,27,0
62,2393366,0.3876735947503942,27,1
49,2045848,0.40232712468655596,20,0
69,2449855,0.8742624706102378,23,1
47,214615,0.5101097124988252,39,0
64,1535233,0.7234047656122863,1,0
52,3906022,0.10413735792028744,7,1
57,1813740,0.22543875546369385,26,0
69,3978222,0.7029434409786768,21,1
33,3078893,0.05280396046852809,36,1
30,848003,0.4865976622437531,26,0
67,3443382,0.5993689656629339,28,1
59,291570,0.602145644052481,2,0
47,3192993,0.02293281126804203,12,0
36,4091082,0.3221080042291855,9,1
34,3405049,0.636490651049154,35,1
36,76150,0.14899973614924344,8,0
45,2444206,0.6954156483280532,26,1
43,569723,0.7459252088136745,33,0
54,2557500,0.9819691904461453,0,1
43,3365745,0.20984199485640942,31,1
40,1009554,0.8251306676661152,24,0
26,4203060,0.520296576918654,28,1
29,4168634,0.37346259614417343,6,1
18,144055,0.12237675732517794,2,0
18,686022,0.7355056064875376,19,0
64,819942,0.2358575991436871,19,0
51,3889275,0.37142200187304575,29,1
49,706358,0.06254222689736844,34,0
65,3605790,0.801366915819519,34,1
42,1851648,0.7665885239716433,38,1
57,1698472,0.7336158300423125,26,1
62,3838433,0.29944351049188667,25,1
18,2745264,0.17348007426595724,13,0
33,4458748,0.6375532644702298,16,1
56,2710713,0.49616638411321945,17,1
22,2318989,0.17825246690464158,28,0
39,4147270,0.6859112710498637,19,1
46,4327922,0.9911264318213037,26,1
20,4125625,0.7472195877420377,17,1
29,469297,0.7399863866856118,3,0
43,1030154,0.9503127529305917,0,0
33,4955169,0.2029363675749022,0,1
68,4087151,0.5655499649214404,25,1
54,4744963,0.9796467150338835,19,1
39,2813696,0.16529411097017455,22,0
46,2103373,0.700251959444521,9,0
31,2382280,0.585810145971902,10,0
45,2926623,0.586479092188707,4,1
22,2716871,0.6976706275200751,0,0
64,880123,0.9296169228756842,16,1
66,2996249,0.782581939851338,21,1
47,1869582,0.056136103416210004,33,0
63,4454499,0.8527280198757112,28,1
69,2139885,0.22554132992573261,3,0
22,4730642,0.37691416473637196,4,1
29,2217148,0.46173281361238216,10,0
33,4762525,0.48090600075306966,20,1
43,559239,0.4351803992553568,34,0
43,566701,0.9373532942158644,11,0
65,3057569,0.7060190076640246,25,1
38,4638120,0.6311706459567064,18,1
56,1280464,0.049842027782941556,6,0
53,795332,0.9039133302603747,6,0
50,777950,0.9093901920083962,25,0
47,176472,0.7802130634301023,39,0
54,407710,0.007029203813619156,4,0
40,4327048,0.057280251077623356,20,1
27,3198729,0.22522370226848976,13,0
22,4795956,0.1313494081449067,3,0
53,2860171,0.39883602970372944,22,1
51,920775,0.9226230580877897,19,1
69,2606874,0.4720604341969983,14,1
48,568924,0.01340262643216561,28,0
27,3891185,0.282745689578762,7,0
36,4383656,0.04459490837296154,18,1
49,4022595,0.03628762261350216,38,1
18,2300435,0.27571985309555225,27,0
22,441413,0.2756123386789454,26,0
62,1362564,0.787126602601604,3,1
21,2434050,0.9748346527811119,14,0
33,4175100,0.3712070938899983,34,1
41,873561,0.4288868788610386,36,0
33,312186,0.8447894362860214,0,0
19,3217393,0.2681390200955134,2,0
66,3838464,0.15638180440344795,23,1
45,1036553,0.8530896234036505,26,0
49,1245202,0.046500586440065494,39,0
44,155271,0.6196994401994157,35,0
37,2225685,0.5619928474668068,33,0
41,3753797,0.34592044750169426,28,1
29,1524542,0.315189521097359,23,0
67,4190656,0.7718577261816213,23,1
52,2940184,0.08642461076254648,3,0
50,86898,0.2367843093113854,2,0
50,3305097,0.7324487318380898,33,1
68,298316,0.5483205837264242,22,0
60,2018954,0.1279882085335864,22,0
54,1839553,0.8821356142820601,4,1
29,4098657,0.39344784656359155,30,1
20,3051341,0.8278683753221728,5,0
18,1049504,0.7877130155277087,36,0
50,4097810,0.624425446471728,9,1
57,2115058,0.49448113129509297,39,1
27,4998023,0.9795508403817569,6,1
60,4919384,0.14496507237981704,38,1
61,1685843,0.7251557275511148,37,1
46,44701,0.191190701464789,20,0
30,3239028,0.3382631053323484,19,0
29,1731610,0.30869874337319525,2,0
48,2190712,0.947035987738723,21,1
63,2349767,0.9673561777882752,3,1
19,2624235,0.18301544423472715,27,0
68,501036,0.022035160297504186,11,0
67,337304,0.7200080396631131,37,1
52,2472616,0.41798993387048433,35,1
40,2720241,0.08884024508756438,4,0
34,3443803,0.6837541055770425,12,1
43,1152953,0.5451055282606997,22,0
25,3971352,0.980516822001106,29,1
46,3988702,0.22740949586137893,36,1
43,4069175,0.40397787632654825,24,1
27,336916,0.5425458033954229,26,0
43,3607706,0.7916999884533517,13,1
51,4516554,0.5488386567200587,35,1
68,615409,0.6129001608619492,38,1
58,1084135,0.22614705158994075,15,0
24,2999179,0.8469187280885598,21,1
21,1735690,0.42863054697047576,20,0
67,3290772,0.14095962752176927,20,1
62,4167893,0.6641879145054174,7,1
28,413119,0.2160904531853075,15,0
46,4176769,0.09756251023929974,30,1
53,4330295,0.8619869084042723,9,1
42,412732,0.46016226448843967,31,0
38,516079,0.7492837126957764,33,0
53,1960013,0.2905875598063551,8,0
27,2633836,0.7869701349176663,16,0
54,1142658,0.11193592702153032,10,0
26,1995209,0.3559733737948527,31,0
41,4332626,0.9780618179735285,9,1
52,666951,0.7939897163680061,21,0
66,21303,0.4972559303146882,16,0
52,1220209,0.3397774715618851,3,0
65,3489591,0.8721357000224765,24,1
53,2376610,0.5448477590845157,20,1
35,4190303,0.7584250178691111,36,1
66,1078199,0.754107680316164,37,1
56,4927339,0.01794567856849183,0,1
49,4186224,0.12625378279261346,24,1
41,4694346,0.6596293663947422,35,1
40,468298,0.16161981128587144,16,0
49,1057343,0.2554933446556047,23,0
54,115228,0.9466379541996072,1,0
29,4630650,0.5601822583749119,39,1
66,1765692,0.7507295069993472,14,1
30,894056,0.5579807387826399,31,0
40,1740228,0.5525136147827252,38,1
42,1956793,0.0941519101256979,5,0
52,1579123,0.34366319260910305,0,0
58,3289269,0.2824308986865117,22,1
47,1736470,0.39072836561361324,38,1
34,3350420,0.7983441882243283,16,1
66,58874,0.37193266791686486,33,0
37,1632572,0.4516968192316827,28,0
65,3230281,0.3973813904853165,8,1
42,2699784,0.0934079719752956,12,0
39,719662,0.4410721582507837,5,0
30,4882554,0.19560927304451503,5,1
36,480452,0.18672329577304148,19,0
66,2149686,0.09403610443426635,2,0
53,2602670,0.35667097414176474,16,0
29,4820833,0.7574818847894174,11,1
58,452061,0.27644169058339607,0,0
36,3344732,0.31234910188551357,16,1
29,3771675,0.6426746576724236,2,1
26,2271286,0.19584081258691888,25,0
24,498972,0.8969579304235343,14,0
45,1133994,0.5201905232515545,35,0
31,3091328,0.44760294032021697,31,1
48,4108064,0.5578201919292014,31,1
69,2627703,0.16603431341619546,3,0
36,173038,0.6134731386391763,17,0
64,3973735,0.36310073663401043,18,1
33,1384572,0.8971863409646189,34,1
22,2365874,0.16885420667768614,39,0
52,610530,0.507051103865441,13,0
29,3658966,0.598112629369018,32,1
42,1087833,0.03338360178638122,13,0
69,2587640,0.36369312475614024,33,1
38,445423,0.7326352347008328,3,0
53,1202929,0.8203775074489733,23,0
40,333390,0.31316199481728235,28,0
33,1674221,0.7985932723827512,18,0
56,4078316,0.9677558771033888,5,1
62,1666671,0.8568739360750941,32,1
59,148563,0.1176439881593252,39,0
56,793066,0.7397303320855406,18,0
31,1564623,0.3196668324405447,0,0
48,4909856,0.9884159894120765,4,1
22,4065957,0.4853589831598871,26,1
52,607897,0.12243389835894103,15,0
40,3951237,0.7251855480273908,5,1
46,782800,0.32301119838621384,39,0
60,2052999,0.9970781570816617,12,1
28,3532554,0.9797824578545219,34,1
35,3669985,0.6561340180205807,18,1
64,1912897,0.12982644895171758,11,0
29,3586511,0.6868609976750291,15,1
26,1173950,0.0930304864600272,9,0
27,559148,0.029364159102392318,24,0
61,2783707,0.8229584462214861,19,1
34,4688394,0.20975294768368136,30,1
55,2783939,0.3790271262190974,3,0
24,1945740,0.9734573899761731,22,1
63,3444955,0.33684050186110326,1,1
30,4946710,0.29648978128331527,21,1
57,2755226,0.9182079996227752,36,1
59,3187326,0.11074844531895811,7,1
26,1564510,0.7595824101146318,6,0
67,1840815,0.988065566652774,13,1
44,3773122,0.9012960107746488,2,1
19,2396378,0.6516679187064259,15,0
22,4431590,0.314060794992732,18,1
46,2544937,0.2543219811783167,17,0
54,3167473,0.8192551048714611,15,1
55,822461,0.8798219139516953,7,0
36,4437036,0.5254349125456929,32,1
25,4065555,0.24433994078646615,11,1
65,1728224,0.11294320841117356,10,0
62,2720626,0.08717946783183117,4,0
18,934044,0.7190774473538556,26,0
39,2991352,0.42011872784772497,11,0
69,1396652,0.9053598742778703,16,1
34,295555,0.7396713007267637,5,0
24,454191,0.1912604179145867,32,0
42,1512337,0.613777418815699,4,0
62,3496669,0.43550545439815935,27,1
21,930597,0.5772497307686131,13,0
53,2053338,0.7380691233385172,4,0
23,3732946,0.8061958810037908,32,1
48,1496205,0.8437373264067243,18,0
36,2875899,0.2539748745720247,21,0
61,234695,0.031115599917357684,4,0
56,2991467,0.7392947351647732,1,1
44,3451628,0.1063437262557746,29,0
27,1111844,0.31491958861296765,38,0
43,4777493,0.0038171341243471435,3,0
36,1420706,0.6816694824016201,32,0
56,3350216,0.16713201147122125,12,1
20,3843284,0.6552824096916582,19,1
62,4867088,0.9917426171678388,6,1
30,1857865,0.07267087161001629,14,0
67,929484,0.07707801195146069,22,0
45,4907954,0.3403800926666749,13,1
37,4027136,0.866386514251342,22,1
45,354855,0.21552986879133185,18,0
25,1084961,0.36037781993034756,28,0
58,4635678,0.06850540662697957,19,1
56,3571963,0.7631552912588894,28,1
18,2387935,0.4083063427594511,23,0
20,1144106,0.7592487330608428,17,0
30,4488011,0.9036078443467951,9,1
45,2484968,0.23276314710128876,7,0
66,2452266,0.8073960303399513,25,1
42,4447677,0.059093890078253275,28,1
50,4552001,0.8988473881802473,9,1
55,1228758,0.6507685475587474,16,0
23,1665743,0.8742267241383516,1,0
61,3987019,0.00018839955658189744,5,1
62,3078281,0.1690810703559925,4,1
49,4991262,0.3897593874264921,27,1
62,4535208,0.3795029033747186,4,1
64,528349,0.22673038292351066,17,0
38,2891990,0.3816119398672001,25,1
33,807968,0.12884871200025483,19,0
38,89083,0.41276112926602604,26,0
28,2665971,0.8023543291592642,11,0
54,4007615,0.4790700631033512,6,1
53,2884299,0.018000088945214987,2,0
